plant_id,meter_id,meter_reading,date,created_at,data_availability,guid
11811249,15834240,236879875,2025-10-20 16:00:10.000000 UTC,2025-10-20 16:00:10.000000 UTC,1,5d7502e3-f510-4d41-8971-4271d4ee3cfc
12018942,12019165,312021924,2025-10-20 16:00:10.000000 UTC,2025-10-20 16:00:10.000000 UTC,1,20f72d18-d5cb-4aec-aedd-ea45844987a0
11811249,15834239,232449765,2025-10-20 16:00:10.000000 UTC,2025-10-20 16:00:10.000000 UTC,1,ca943960-a8e6-48aa-b8b4-8f413ec70d34
15848107,15959518,60217406,2025-10-20 16:00:10.000000 UTC,2025-10-20 16:00:10.000000 UTC,1,b77153fb-7de4-4bb3-946f-d1c21aa88a58
11605154,11811476,99818914,2025-10-20 16:00:10.000000 UTC,2025-10-20 16:00:10.000000 UTC,1,03a42dc7-31f9-4118-81a5-848d823b3cc1
11605154,11811369,207325750,2025-10-20 16:00:10.000000 UTC,2025-10-20 16:00:10.000000 UTC,1,d587a5e5-3995-4b4e-a136-71fd6f8a9667
11838318,16008274,506408687,2025-10-20 16:00:10.000000 UTC,2025-10-20 16:00:10.000000 UTC,1,667dfd1d-9dc0-4140-b2ce-5898127ddbfe
15848107,15848112,50474117,2025-10-20 16:00:10.000000 UTC,2025-10-20 16:00:10.000000 UTC,1,d94b9056-5ac3-4dc1-bb9a-b0273ed652f9
11605154,11811476,99558703,2025-10-19 16:00:09.000000 UTC,2025-10-19 16:00:09.000000 UTC,1,ab1c4128-e070-4a57-8cdb-96b0902f3e19
11605154,11811369,206810843,2025-10-19 16:00:09.000000 UTC,2025-10-19 16:00:09.000000 UTC,1,798f913e-7da7-403c-8d7a-64e292d3c204
11605154,12635561,104906303,2025-10-19 16:00:09.000000 UTC,2025-10-19 16:00:09.000000 UTC,1,37ae985f-397e-4f34-8401-084f6185d8a5
